album_name,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Strangers Room,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Girl to Be on My Mind,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Page 43,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Frozen Smiles,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",Lively,
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Where Will I Be?,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Calm/Peaceful, Nostalgic, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Games,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Nostalgic, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Immigration Man,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Lively,
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Whole Cloth,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Nostalgic, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Blacknotes,Graham Nash,"International, Pop/Rock",Singer/Songwriter,"Calm/Peaceful, Dreamy, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Southbound Train,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Nostalgic, Sentimental",
Graham Nash/David Crosby,"April 5, 1972",35:40,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",The Wall Song,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Lively, Sentimental",
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Take the Money and Run,Graham Nash,,"Album Rock, Contemporary Pop/Rock","Brooding, Elegant",
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Cowboy of Dreams,Graham Nash,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Homeward Through the Haze,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Organic, Yearning","Feeling Blue, Loss/Grief"
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Fieldworker,Graham Nash,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Organic, Rebellious",
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Bittersweet,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",To The Last Whale: Critical Mass/Wind On The Water,"David Crosby, Graham Nash",Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mama Lion,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Carry Me,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,"Feeling Blue, Loss/Grief"
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Naked in the Rain,"David Crosby, Graham Nash",Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Low Down Payment,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Love Work Out,Graham Nash,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock, Rock & Roll",Organic,
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Traction in the Rain,David Crosby,"Folk, Pop/Rock","Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Calm/Peaceful, Dreamy, Intimate, Restrained, Yearning",
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Music Is Love,"David Crosby, Graham Nash, Neil Young","Folk, Pop/Rock",Singer/Songwriter,"Sentimental, Optimistic","Celebration, In Love"
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Song With No Words (Tree With No Leaves),David Crosby,,,,
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",What Are Their Names,"David Crosby, Jerry Garcia, Phil Lesh, Michael Shrieve, Neil Young",Pop/Rock,Contemporary Pop/Rock,"Dreamy, Restrained",
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Laughing,David Crosby,Pop/Rock,Contemporary Pop/Rock,"Brooding, Calm/Peaceful, Dreamy, Relaxed",
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Orleans,Traditional,"Pop/Rock, Folk","Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Calm/Peaceful, Dreamy, Restrained",
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Tamalpais High (At About 3),David Crosby,,,,
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",I'd Swear There Was Somebody Here,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage, Contemporary Pop/Rock","Yearning, Dreamy, Quirky","Feeling Blue, Loss/Grief"
If I Could Only Remember My Name...,"February 22, 1971",37:54,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Wally Heider Studio, San Francisco, CA",,"Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon",Cowboy Movie,David Crosby,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Brooding, Epic",
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Spotlight,"Danny Kortchmar, Graham Nash",,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Dancer,David Crosby,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Marguerita,Graham Nash,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Taken at All,"David Crosby, Graham Nash",,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mutiny,Graham Nash,R&B,Funk,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",J.B.'s Blues,Graham Nash,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Foolish Man,David Crosby,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Time After Time,David Crosby,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Broken Bird,"David Crosby, Graham Nash",,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Out of the Darkness,"David Crosby, Craig Doerge, Graham Nash",,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Puppeteer,James Raymond,,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Lay Me Down,James Raymond,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Calm/Peaceful, Dreamy, Nostalgic, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Jesus Of Rio,"Graham Nash, Jeff Pevar","Folk, Pop/Rock","Adult Contemporary, Folk-Pop, Singer/Songwriter","Calm/Peaceful, Dreamy, Relaxed, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,They Want It All,David Crosby,Pop/Rock,"Adult Contemporary, Contemporary Pop/Rock, Singer/Songwriter",Lively,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Milky Way Tonight,Graham Nash,"Country, Folk, Pop/Rock","Adult Contemporary, Folk-Pop, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Shining On Your Dreams,"Russ Kunkel, Graham Nash",,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Michael (Hedges Here),Graham Nash,,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Through Here Quite Often,"David Crosby, Dean Parks",,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,How Does It Shine,David Crosby,,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,I Surrender,Marc Cohn,,,,
